movieid,businesstext
2371786,"AD: 1,096,996 (France) (27 May 1997) (reissue)
AD: 850,627 (France) (22 April 1997) (reissue)
AD: 654,200 (France) (original release)
AD: 2,771,300 (France) (original release)
AD: 1,079,394 (Germany) (5 May 1997) (special edition)
AD: 980,006 (Germany) (28 April 1997) (special edition)
AD: 745,255 (Germany) (21 April 1997) (special edition)
AD: 31,856 (Portugal) (24 April 1997) (reissue)
AD: 19,130 (Portugal) (17 April 1997) (reissue)
AD: 2,505,417 (Spain) (1980) (release version to date)
AD: 337,079 (Spain) (special edition to date)
AD: 2,842,496 (Spain) (total)
AD: 349,776 (Sweden) (1982)
AD: 109,758 (Sweden) (reissue)

BT: USD 18,000,000

CP: 1980, 1997 Lucasfilm Ltd.
CP: TM & © Lucasfilm Ltd. (LFL) 1980, 1997 (on re-mastered print)

GR: USD 290,475,067 (USA) (30 June 1997)
GR: USD 51,740,189 (USA) (9 March 1997) (re-release)
GR: USD 40,220,927 (USA) (2 March 1997) (re-release)
GR: USD 21,975,993 (USA) (23 February 1997) (re-release)
GR: USD 290,475,067 (USA) (1997)
GR: USD 222,674,266 (USA) (17 December 1982)
GR: USD 209,398,025 (USA) (31 December 1981)
GR: USD 181,353,855 (USA) (31 December 1980)
GR: USD 145,893,923 (USA) (17 August 1980)
GR: USD 139,069,964 (USA) (10 August 1980)
GR: USD 130,000,000 (USA) (3 August 1980)
GR: USD 118,310,568 (USA) (27 July 1980)
GR: USD 105,714,000 (USA) (20 July 1980)
GR: USD 94,296,366 (USA) (13 July 1980)
GR: USD 81,958,005 (USA) (6 July 1980)
GR: USD 64,904,375 (USA) (29 June 1980)
GR: USD 47,332,853 (USA) (22 June 1980)
GR: USD 36,492,546 (USA) (15 June 1980)
GR: USD 31,000,000 (USA) (8 June 1980)
GR: USD 8,756,918 (USA) (26 May 1980)
GR: USD 9,012,117 (UK) (1980)
GR: USD 538,375,067 (Worldwide) (1997)
GR: USD 247,916,602 (Worldwide) (except USA)
GR: USD 15,133,508 (Australia) (1980)
GR: ITL 1,453,446,000 (Italy) (20 April 1997)
GR: ITL 609,584,000 (Italy) (13 April 1997)
GR: SEK 7,714,831 (Sweden) (1982)

OW: USD 10,840,307 (USA) (30 June 2012) (823 screens)
OW: USD 21,975,993 (USA) (23 February 1997) (2,111 screens) (reissue)
OW: USD 6,415,804 (USA) (26 May 1980) (126 screens)

PD: 23 February 1978 - 16 May 1980

RT: USD 173,814,000 (USA)
RT: USD 577,200,000 (Worldwide)

SD: 5 March 1979 - 24 September 1979

WG: USD 8,048,852 (USA) (9 March 1997)
WG: USD 13,145,852 (USA) (2 March 1997)
WG: USD 21,975,993 (USA) (1997)
WG: USD 4,321,216 (USA) (17 August 1980)
WG: USD 4,554,679 (USA) (10 August 1980)
WG: USD 5,758,789 (USA) (3 August 1980)
WG: USD 7,130,000 (USA) (27 July 1980)
WG: USD 6,721,000 (USA) (20 July 1980) (1 screen)
WG: USD 6,652,858 (USA) (13 July 1980) (858 screens)
WG: USD 8,309,772 (USA) (6 July 1980) (880 screens)
WG: USD 9,217,874 (USA) (29 June 1980) (821 screens)
WG: USD 10,840,307 (USA) (22 June 1980) (823 screens)
WG: USD 3,606,000 (USA) (15 June 1980) (126 screens)
WG: USD 4,339,769 (USA) (8 June 1980) (126 screens)
WG: USD 6,415,804 (USA) (26 May 1980) (126 screens)"
2371787,"AD: 865,323 (France) (27 May 1997) (reissue)
AD: 966,979 (France) (reissue)
AD: 920,575 (France) (original release)
AD: 46,377 (France) (opening day)
AD: 4,263,000 (France)
AD: 3,270,800 (France) (original release)
AD: 220,656 (France) (reissue)
AD: 841,783 (Germany) (20 May 1997) (special edition)
AD: 773,302 (Germany) (12 May 1997) (special edition)
AD: 607,757 (Germany) (5 May 1997) (special edition)
AD: 384,264 (Germany) (opening week) (special edition)
AD: 318,098 (Germany) (opening week) (special edition)
AD: 22,743 (Portugal) (8 May 1997) (reissue)
AD: 16,709 (Portugal) (1 May 1997) (reissue)
AD: 2,378,453 (Spain) (1983) (release version to date)
AD: 274,911 (Spain) (special edition to date)
AD: 437,970 (Sweden) (1984)

BT: USD 32,500,000

CP: TM & © Lucasfilm Ltd. (LFL) 1983 (on original print)
CP: TM & © Lucasfilm Ltd. (LFL) 1997 (on re-mastered print)

GR: USD 309,125,409 (USA) (8 June 1997) (re-issue)
GR: USD 309,064,373 (USA) (1 June 1997) (re-issue)
GR: USD 308,949,206 (USA) (26 May 1997) (re-issue)
GR: USD 308,690,137 (USA) (18 May 1997) (re-issue)
GR: USD 308,453,687 (USA) (11 May 1997) (re-issue)
GR: USD 308,146,508 (USA) (4 May 1997) (re-issue)
GR: USD 307,814,518 (USA) (27 April 1997) (re-issue)
GR: USD 307,124,280 (USA) (20 April 1997) (re-issue)
GR: USD 305,849,906 (USA) (13 April 1997) (re-issue)
GR: USD 303,410,531 (USA) (6 April 1997) (re-issue)
GR: USD 298,527,609 (USA) (30 March 1997) (re-issue)
GR: USD 291,235,909 (USA) (23 March 1997) (re-issue)
GR: USD 280,028,173 (USA) (16 March 1997) (re-issue)
GR: USD 8,478,002 (USA) (14 April 1985)
GR: USD 6,502,171 (USA) (7 April 1985)
GR: USD 3,209,056 (USA) (31 March 1985)
GR: USD 252,452,393 (USA) (11 March 1984)
GR: USD 252,340,283 (USA) (4 March 1984)
GR: USD 252,212,411 (USA) (27 February 1984)
GR: USD 252,120,895 (USA) (20 February 1984)
GR: USD 251,983,141 (USA) (12 February 1984)
GR: USD 251,833,927 (USA) (5 February 1984)
GR: USD 251,640,919 (USA) (26 January 1984)
GR: USD 251,381,095 (USA) (23 January 1984)
GR: USD 251,010,234 (USA) (16 January 1984)
GR: USD 250,380,055 (USA) (9 January 1984)
GR: USD 249,253,614 (USA) (2 January 1984)
GR: USD 246,174,591 (USA) (26 December 1983)
GR: USD 244,816,955 (USA) (18 December 1983)
GR: USD 243,109,157 (USA) (13 November 1983)
GR: USD 244,583,982 (USA) (11 November 1983)
GR: USD 242,621,536 (USA) (6 November 1983)
GR: USD 244,354,181 (USA) (4 November 1983)
GR: USD 242,137,842 (USA) (30 October 1983)
GR: USD 243,994,526 (USA) (27 October 1983)
GR: USD 241,664,222 (USA) (23 October 1983)
GR: USD 243,457,864 (USA) (20 October 1983)
GR: USD 240,962,087 (USA) (16 October 1983)
GR: USD 240,195,174 (USA) (9 October 1983)
GR: USD 239,135,743 (USA) (2 October 1983)
GR: USD 237,883,852 (USA) (25 September 1983)
GR: USD 236,382,169 (USA) (18 September 1983)
GR: USD 234,515,987 (USA) (11 September 1983)
GR: USD 232,256,663 (USA) (6 September 1983)
GR: USD 227,100,205 (USA) (28 August 1983)
GR: USD 222,489,243 (USA) (21 August 1983)
GR: USD 216,873,917 (USA) (14 August 1983)
GR: USD 209,656,205 (USA) (7 August 1983)
GR: USD 201,411,234 (USA) (31 July 1983)
GR: USD 191,442,124 (USA) (24 July 1983)
GR: USD 178,481,053 (USA) (17 July 1983)
GR: USD 165,172,584 (USA) (10 July 1983)
GR: USD 153,077,895 (USA) (4 July 1983)
GR: USD 132,694,063 (USA) (26 June 1983)
GR: USD 112,898,121 (USA) (19 June 1983)
GR: USD 93,008,811 (USA) (12 June 1983)
GR: USD 70,040,387 (USA) (5 June 1983)
GR: USD 41,131,399 (USA) (30 May 1983)
GR: USD 252,583,617 (USA) (1983)
GR: USD 475,106,177 (Worldwide) (1997)
GR: USD 391,800,000 (Worldwide)
GR: USD 128,100,000 (Worldwide) (except USA)
GR: ITL 1,452,707,000 (Italy) (18 May 1997)
GR: ITL 1,328,489,000 (Italy) (11 May 1997)
GR: ITL 1,095,587,000 (Italy) (4 May 1997)
GR: SEK 13,231,686 (Sweden) (1984)

OW: USD 16,293,531 (USA) (16 March 1997) (2,111 screens) (reissue)
OW: USD 3,209,056 (USA) (31 March 1985) (849 screens)
OW: USD 30,490,619 (USA) (30 May 1983) (1 screen)

PD: 12 June 1981 - 27 January 1983

RT: USD 191,648,000 (USA)
RT: USD 472,900,000 (Worldwide)

SD: 11 January 1982 - 20 May 1982

WG: USD 1,058,224 (USA) (14 April 1985) (673 screens)
WG: USD 2,041,915 (USA) (7 April 1985) (894 screens)
WG: USD 3,209,056 (USA) (31 March 1985) (849 screens)
WG: USD 69,828 (USA) (11 March 1984) (53 screens)
WG: USD 99,124 (USA) (4 March 1984) (60 screens)
WG: USD 71,546 (USA) (27 February 1984) (67 screens)
WG: USD 104,768 (USA) (20 February 1984) (70 screens)
WG: USD 115,198 (USA) (12 February 1984) (97 screens)
WG: USD 147,127 (USA) (5 February 1984) (116 screens)
WG: USD 183,493 (USA) (29 January 1984) (147 screens)
WG: USD 255,401 (USA) (23 January 1984) (234 screens)
WG: USD 435,461 (USA) (16 January 1984) (325 screens)
WG: USD 771,287 (USA) (9 January 1984) (540 screens)
WG: USD 1,762,045 (USA) (2 January 1984) (873 screens)
WG: USD 1,213,489 (USA) (26 December 1983) (1 screen)
WG: USD 188,698 (USA) (18 December 1983) (106 screens)
WG: USD 158,486 (USA) (11 December 1983) (94 screens)
WG: USD 239,932 (USA) (4 December 1983) (111 screens)
WG: USD 365,356 (USA) (27 November 1983) (103 screens)
WG: USD 259,244 (USA) (20 November 1983) (121 screens)
WG: USD 386,618 (USA) (13 November 1983) (140 screens)
WG: USD 355,538 (USA) (6 November 1983) (157 screens)
WG: USD 338,104 (USA) (30 October 1983) (194 screens)
WG: USD 503,212 (USA) (23 October 1983) (234 screens)
WG: USD 622,402 (USA) (16 October 1983) (293 screens)
WG: USD 804,710 (USA) (9 October 1983) (306 screens)
WG: USD 917,828 (USA) (2 October 1983) (373 screens)
WG: USD 1,093,199 (USA) (25 September 1983) (496 screens)
WG: USD 1,346,372 (USA) (18 September 1983) (575 screens)
WG: USD 1,621,851 (USA) (11 September 1983) (715 screens)
WG: USD 3,509,131 (USA) (6 September 1983) (957 screens)
WG: USD 2,563,071 (USA) (28 August 1983)
WG: USD 3,033,669 (USA) (21 August 1983)
WG: USD 3,759,299 (USA) (14 August 1983)
WG: USD 4,499,005 (USA) (7 August 1983)
WG: USD 5,659,948 (USA) (31 July 1983)
WG: USD 7,239,419 (USA) (24 July 1983)
WG: USD 8,270,850 (USA) (17 July 1983)
WG: USD 7,337,926 (USA) (10 July 1983)
WG: USD 12,038,626 (USA) (4 July 1983)
WG: USD 11,127,915 (USA) (26 June 1983)
WG: USD 11,217,546 (USA) (19 June 1983)
WG: USD 11,995,064 (USA) (12 June 1983)
WG: USD 17,229,694 (USA) (5 June 1983)
WG: USD 30,490,619 (USA) (30 May 1983)"
2372012,"BT: USD 10,000,000

CP: (c) 1980 United Artists Corporation

GR: USD 326,779 (USA) (28 September 1980)
GR: USD 10,389,003 (USA)

OW: USD 326,779 (USA) (28 September 1980) (29 screens)

PD: November 1979 - June 1980

SD: November 1979 - March 1980

WG: USD 326,779 (USA) (28 September 1980) (29 screens)"
2372068,"AD: 2,394,548 (France) (28 March 1995)
AD: 3,100,720 (Germany) (1995)
AD: 144,336 (Sweden)

BT: USD 55,000,000

CP: © 1994 Le Studio Canal+ (U.S.)

GR: USD 71,565,669 (USA)
GR: GBP 8,723,023 (UK) (19 February 1995)
GR: GBP 3,020,239 (UK) (22 January 1995)
GR: USD 14,800,350 (UK)
GR: USD 196,600,000 (Worldwide)
GR: USD 125,000,000 (Worldwide) (except USA)
GR: USD 13,428,600 (Italy)
GR: SEK 8,895,339 (Sweden)

OW: USD 16,600,000 (USA)

RT: USD 34,000,000 (USA)

SD: 13 September 1993 - ?"
2372234,"AD: 411,022 (France) (1985)
AD: 303,464 (West Germany) (1985)

BT: USD 22,000,000

CP: copyright © 1984 Columbia Pictures Industries, Inc. (on print); Columbia Pictures Industries, Inc.; 18 January 1985; PA240310 (in copyright registry)

GR: USD 28,700,000 (USA)
GR: AUD 1,035,000 (Australia)
GR: HKD 469,160 (Hong Kong) (1985)

SD: February 1984 - ?"
2372328,"CP: Columbia Pictures Industries, Inc. (1988)

GR: USD 111,987 (USA)"
2372407,"AD: 459,531 (France) (27 January 1998)
AD: 1,314,236 (Germany) (23 February 1998)
AD: 1,142,933 (Germany) (16 February 1998)
AD: 865,303 (Germany) (9 February 1998)
AD: 427,141 (Germany) (2 February 1998) (opening week)
AD: 246,238 (Netherlands) (31 December 1998)

BT: USD 100,000,000

CP: TriStar Pictures, Inc. & Touchstone Pictures

GR: USD 54,700,065 (USA) (22 February 1998)
GR: USD 54,628,720 (USA) (15 February 1998)
GR: USD 54,531,563 (USA) (8 February 1998)
GR: USD 54,331,485 (USA) (25 January 1998)
GR: USD 54,308,671 (USA) (19 January 1998)
GR: USD 54,277,317 (USA) (11 January 1998)
GR: USD 54,251,668 (USA) (4 January 1998)
GR: USD 54,188,197 (USA) (28 December 1997)
GR: USD 54,095,318 (USA) (21 December 1997)
GR: USD 53,791,017 (USA) (14 December 1997)
GR: USD 52,925,082 (USA) (7 December 1997)
GR: USD 51,005,214 (USA) (30 November 1997)
GR: USD 46,268,918 (USA) (23 November 1997)
GR: USD 39,193,193 (USA) (16 November 1997)
GR: USD 22,058,773 (USA) (9 November 1997)
GR: GBP 6,315,712 (UK) (8 February 1998)
GR: GBP 6,153,230 (UK) (1 February 1998)
GR: GBP 5,851,527 (UK) (25 January 1998)
GR: GBP 5,365,535 (UK) (18 January 1998)
GR: GBP 4,217,486 (UK) (11 January 1998)
GR: GBP 2,221,631 (UK) (4 January 1998)
GR: USD 65,000,000 (Worldwide) (10 May 1998) (except USA)
GR: USD 62,000,000 (Worldwide) (3 May 1998) (except USA)
GR: USD 58,100,000 (Worldwide) (15 March 1998) (except USA)
GR: USD 56,400,000 (Worldwide) (8 March 1998) (except USA)
GR: USD 54,700,000 (Worldwide) (1 March 1998) (except USA)
GR: USD 52,000,000 (Worldwide) (22 February 1998) (except USA)
GR: USD 33,000,000 (Worldwide) (1 February 1998) (except USA)
GR: USD 25,300,000 (Worldwide) (25 January 1998) (except USA)
GR: USD 20,500,000 (Worldwide) (18 January 1998) (except USA)
GR: USD 17,600,000 (Worldwide) (11 January 1998) (except USA)
GR: USD 12,200,000 (Worldwide) (4 January 1998) (except USA)
GR: USD 7,000,000 (Worldwide) (21 December 1997) (except USA)
GR: USD 2,500,000 (Worldwide) (30 November 1997) (except USA)
GR: AUD 5,865,797 (Australia) (1998)
GR: DEM 15,096,442 (Germany) (22 February 1998)
GR: DEM 13,171,316 (Germany) (15 February 1998)
GR: EUR 1,460,419 (Netherlands)

OW: USD 22,058,773 (USA) (9 November 1997) (2,971 screens)
OW: GBP 2,221,631 (UK) (4 January 1998) (360 screens)
OW: AUD 1,870,017 (Australia) (7 February 1998)
OW: DEM 5,118,110 (Germany) (1 February 1998) (526 screens)

PD: 29 April 1997 - 23 October 1997

RT: USD 24,393,721 (USA)

SD: 29 April 1997 - 23 October 1997

WG: GBP 74,413 (UK) (8 February 1998) (108 screens)
WG: GBP 175,173 (UK) (1 February 1998) (162 screens)
WG: GBP 225,771 (UK) (25 January 1998) (214 screens)
WG: GBP 645,501 (UK) (18 January 1998) (334 screens)
WG: GBP 1,142,610 (UK) (11 January 1998) (378 screens)
WG: GBP 2,221,631 (UK) (4 January 1998) (360 screens)
WG: DEM 1,290,765 (Germany) (22 February 1998) (453 screens)
WG: DEM 2,099,959 (Germany) (15 February 1998) (533 screens)"
2373106,"CP: © 1992 Morgan Creek Productions, Inc.

GR: USD 10,736,401 (USA)

SD: 15 October 1991 - 25 January 1992"
2373212,"BT: USD 25,000,000

GR: USD 6,278,139 (USA)"
2373221,"AD: 685 (Spain) (31 August 2002)

GR: USD 76,053 (USA) (10 September 2000)
GR: USD 71,663 (USA) (3 September 2000)
GR: USD 55,824 (USA) (27 August 2000)
GR: USD 23,221 (USA) (20 August 2000)
GR: EUR 3,331 (Spain) (31 August 2002)

OW: USD 23,221 (USA) (20 August 2000) (11 screens)

WG: USD 1,028 (USA) (10 September 2000) (4 screens)
WG: USD 5,917 (USA) (3 September 2000) (9 screens)
WG: USD 19,249 (USA) (27 August 2000) (12 screens)
WG: USD 23,221 (USA) (20 August 2000) (11 screens)"
2373241,"AD: 26,028 (Netherlands) (31 December 1997)
AD: 24,783 (Netherlands) (1 January 1997)

GR: USD 4,573,330 (USA) (15 September 1996)
GR: USD 4,542,738 (USA) (8 September 1996)
GR: USD 4,504,812 (USA) (1 September 1996)
GR: USD 4,376,35 (USA) (18 August 1996)
GR: USD 4,256,850 (USA) (11 August 1996)
GR: USD 4,086,355 (USA) (4 August 1996)
GR: USD 3,841,556 (USA) (28 July 1996)
GR: USD 3,503,000 (USA) (21 July 1996)
GR: GBP 600,443 (UK) (15 September 1996)

OW: USD 103,028 (USA) (16 June 1996) (3 screens)"
2373256,"GR: USD 7,467,504 (USA)"
2373364,"BT: USD 4,986

SD: July 1928 - September 1928"
2373434,"BT: USD 16,000,000

GR: USD 1,686,429 (USA) (7 September 1997)
GR: USD 1,611,105 (USA) (31 August 1997)
GR: USD 1,520,268 (USA) (24 August 1997)
GR: USD 870,068 (USA) (17 August 1997)
GR: USD 1,710,972 (USA)

OW: USD 870,068 (USA) (17 August 1997) (1,260 screens)

SD: 22 October 1996 - 19 March 1997

WG: USD 72,720 (USA) (7 September 1997) (249 screens)
WG: USD 11,807 (USA) (31 August 1997) (16 screens)
WG: USD 191,667 (USA) (24 August 1997)
WG: USD 870,068 (USA) (17 August 1997)"
2373470,"CP: copyright © 1989 Tri-Star Pictures, Inc. (on print); Firestar Film Enterprises; 2 January 1990; PA442233 (in copyright registry)

GR: USD 5,467,015 (USA) (19 November 1989)
GR: USD 83,759,091 (USA)

OW: USD 5,425,440 (USA) (19 November 1989) (480 screens)

RT: USD 40,000,000 (USA)

SD: 12 July 1988 - 15 September 1988

WG: USD 5,425,440 (USA) (19 November 1989) (480 screens)"
2373573,"CP: Stefano Quantestorie BAMBU' Srl 1993

GR: ITL 734,638,000 (Italy) (31 December 1994)"
2373941,"AD: 966,387 (Germany) (28 February 1999)
AD: 560,328 (Germany) (7 February 1999)
AD: 237,862 (Germany) (31 January 1999) (opening week)
AD: 60,875 (Netherlands) (31 December 1999)

BT: USD 50,000,000

GR: USD 91,137,662 (USA) (30 April 1999)
GR: USD 91,030,827 (USA) (25 April 1999)
GR: USD 90,958,387 (USA) (18 April 1999)
GR: USD 90,821,515 (USA) (11 April 1999)
GR: USD 90,645,380 (USA) (4 April 1999)
GR: USD 90,517,853 (USA) (28 March 1999)
GR: USD 90,488,772 (USA) (21 March 1999)
GR: USD 90,448,555 (USA) (14 March 1999)
GR: USD 90,375,882 (USA) (7 March 1999)
GR: USD 90,261,196 (USA) (28 February 1999)
GR: USD 90,002,330 (USA) (21 February 1999)
GR: USD 89,158,694 (USA) (14 February 1999)
GR: USD 87,193,623 (USA) (7 February 1999)
GR: USD 83,619,126 (USA) (31 January 1999)
GR: USD 78,556,192 (USA) (24 January 1999)
GR: USD 72,012,562 (USA) (17 January 1999)
GR: USD 62,009,332 (USA) (10 January 1999)
GR: USD 50,017,838 (USA) (3 January 1999)
GR: USD 19,142,440 (USA) (27 December 1998)
GR: USD 91,137,662 (USA)
GR: GBP 3,351,493 (UK) (7 March 1999)
GR: GBP 3,185,521 (UK) (28 February 1999)
GR: GBP 2,891,914 (UK) (21 February 1999)
GR: GBP 2,242,710 (UK) (14 February 1999)
GR: GBP 1,565,317 (UK) (7 February 1999)
GR: GBP 631,161 (UK) (31 January 1999)
GR: USD 68,573,131 (Worldwide) (except USA)
GR: USD 159,710,793 (Worldwide)

OW: USD 19,142,440 (USA) (27 December 1998) (2,358 screens)
OW: GBP 631,161 (UK) (31 January 1999) (244 screens)

SD: 22 September 1997 - 23 January 1998

WG: USD 2,513,269 (USA) (7 February 1999) (2,358 screens)
WG: USD 3,608,549 (USA) (31 January 1999) (2,358 screens)
WG: USD 5,145,549 (USA) (24 January 1999) (2,358 screens)
WG: USD 7,780,255 (USA) (17 January 1999) (2,358 screens)
WG: USD 7,905,257 (USA) (10 January 1999) (2,358 screens)
WG: USD 14,582,227 (USA) (3 January 1999) (2,358 screens)
WG: USD 19,142,440 (USA) (27 December 1998) (2,358 screens)
WG: GBP 78,904 (UK) (7 March 1999) (154 screens)
WG: GBP 146,216 (UK) (28 February 1999) (228 screens)
WG: GBP 272,874 (UK) (21 February 1999) (238 screens)
WG: GBP 385,915 (UK) (14 February 1999) (244 screens)
WG: GBP 569,854 (UK) (7 February 1999) (245 screens)
WG: GBP 631,161 (UK) (31 January 1999) (244 screens)"
2374542,"GR: USD 68,750 (USA) (6 February 2000)
GR: USD 69,582 (USA) (19 December 1999)
GR: USD 69,134 (USA) (12 December 1999)
GR: USD 68,876 (USA) (28 November 1999)
GR: USD 67,126 (USA) (7 November 1999)
GR: USD 65,853 (USA) (31 October 1999)
GR: USD 63,573 (USA) (24 October 1999)
GR: USD 60,042 (USA) (17 October 1999)
GR: USD 54,783 (USA) (10 October 1999)
GR: USD 52,998 (USA) (3 October 1999)
GR: USD 50,611 (USA) (26 September 1999)
GR: USD 48,514 (USA) (19 September 1999)
GR: USD 45,831 (USA) (12 September 1999)
GR: USD 39,351 (USA) (5 September 1999)
GR: USD 15,935 (USA) (29 August 1999)
GR: GBP 78,162 (UK) (14 June 1998)

OW: USD 15,935 (USA) (29 August 1999) (7 screens)
OW: GBP 78,162 (UK) (14 June 1998) (87 screens)

WG: USD 709 (USA) (6 February 2000) (1 screen)
WG: GBP 78,162 (UK) (14 June 1998) (87 screens)"
2374584,"AD: 43,133 (Netherlands) (31 December 2000)

BT: USD 32,000,000

GR: USD 50,041,732 (USA) (20 February 2000)
GR: USD 50,040,876 (USA) (13 February 2000)
GR: USD 50,039,222 (USA) (6 February 2000)
GR: USD 50,035,519 (USA) (30 January 2000)
GR: USD 50,029,768 (USA) (16 January 2000)
GR: USD 50,023,892 (USA) (9 January 2000)
GR: USD 50,014,865 (USA) (2 January 2000)
GR: USD 50,000,915 (USA) (26 December 1999)
GR: USD 49,985,276 (USA) (19 December 1999)
GR: USD 49,947,155 (USA) (12 December 1999)
GR: USD 49,789,629 (USA) (21 November 1999)
GR: USD 49,662,619 (USA) (14 November 1999)
GR: USD 49,473,176 (USA) (7 November 1999)
GR: USD 49,206,560 (USA) (31 October 1999)
GR: USD 48,758,507 (USA) (24 October 1999)
GR: USD 47,961,934 (USA) (17 October 1999)
GR: USD 46,483,606 (USA) (10 October 1999)
GR: USD 44,300,500 (USA) (3 October 1999)
GR: USD 40,566,932 (USA) (26 September 1999)
GR: USD 32,953,476 (USA) (19 September 1999)
GR: USD 18,309,666 (USA) (12 September 1999)
GR: GBP 3,472,079 (UK) (20 February 2000)
GR: GBP 3,365,512 (UK) (13 February 2000)
GR: GBP 3,084,180 (UK) (6 February 2000)
GR: GBP 2,320,217 (UK) (30 January 2000)
GR: GBP 1,070,783 (UK) (23 January 2000)
GR: SGD 302,083 (Singapore) (26 January 2000)
GR: SGD 272,188 (Singapore) (19 January 2000)
GR: SGD 208,930 (Singapore) (12 January 2000)
GR: SGD 57,843 (Singapore) (2 January 2000) (sneak preview)

OW: USD 18,309,666 (USA) (12 September 1999) (2,899 screens)
OW: GBP 1,070,783 (UK) (23 January 2000) (273 screens)

SD: 17 September 1998 - 27 April 1999

WG: USD 720 (USA) (20 February 2000) (1 screen)
WG: USD 808 (USA) (13 February 2000) (4 screens)
WG: USD 2,817 (USA) (6 February 2000) (5 screens)
WG: USD 1,496 (USA) (30 January 2000) (5 screens)
WG: USD 2,360,738 (USA) (3 October 1999) (2,045 screens)
WG: USD 4,700,199 (USA) (26 September 1999) (2,854 screens)
WG: USD 9,229,007 (USA) (19 September 1999) (2,901 screens)
WG: USD 18,309,666 (USA) (12 September 1999) (2,899 screens)
WG: GBP 47,925 (UK) (20 February 2000) (64 screens)
WG: GBP 97,591 (UK) (13 February 2000) (122 screens)
WG: GBP 385,102 (UK) (6 February 2000) (264 screens)
WG: GBP 718,604 (UK) (30 January 2000) (275 screens)
WG: GBP 1,070,783 (UK) (23 January 2000) (273 screens)"
2374677,"CP: Seattle Pacific Investments

GR: USD 212,267 (USA) (25 May 1998)
GR: USD 152,693 (USA) (10 May 1998)
GR: USD 86,659 (USA) (3 May 1998)

OW: USD 86,659 (USA) (3 May 1998) (67 screens)

PD: May 1996 - June 1996

SD: - 14 July 1996"
2374686,"AD: 2,618 (Netherlands) (31 December 1999)

GR: USD 477,903 (USA) (14 February 1999)
GR: USD 428,514 (USA) (7 February 1999)
GR: USD 287,667 (USA) (31 January 1999)
GR: USD 102,971 (USA) (24 January 1999)
GR: GBP 651,623 (UK) (8 November 1998)
GR: GBP 329,727 (UK) (1 November 1998)

OW: USD 102,971 (USA) (24 January 1999) (14 screens)
OW: GBP 329,727 (UK) (1 November 1998) (210 screens)

SD: 26 January 1998 - ?

WG: GBP 161,742 (UK) (8 November 1998) (167 screens)
WG: GBP 329,727 (UK) (1 November 1998) (210 screens)"
2375093,"AD: 103,914 (Netherlands) (31 December 2001)
AD: 103,800 (Netherlands) (31 December 2000)

BT: USD 12,000,000

CP: Artisan Pictures, Inc., 1999

GR: USD 21,133,087 (USA) (2 January 2000)
GR: USD 21,104,596 (USA) (26 December 1999)
GR: USD 21,073,708 (USA) (19 December 1999)
GR: USD 21,012,474 (USA) (12 December 1999)
GR: USD 20,909,443 (USA) (5 December 1999)
GR: USD 20,749,431 (USA) (28 November 1999)
GR: USD 20,539,875 (USA) (21 November 1999)
GR: USD 20,501,236 (USA) (14 November 1999)
GR: USD 20,424,925 (USA) (7 November 1999)
GR: USD 20,293,682 (USA) (31 October 1999)
GR: USD 20,044,283 (USA) (24 October 1999)
GR: USD 19,690,390 (USA) (17 October 1999)
GR: USD 18,936,635 (USA) (10 October 1999)
GR: USD 17,686,290 (USA) (3 October 1999)
GR: USD 15,589,261 (USA) (26 September 1999)
GR: USD 11,855,733 (USA) (19 September 1999)
GR: USD 5,811,664 (USA) (12 September 1999)
GR: GBP 818,213 (UK) (18 June 2000)
GR: GBP 722,780 (UK) (11 June 2000)
GR: GBP 540,752 (UK) (4 June 2000)
GR: GBP 221,500 (UK) (28 May 2000)
GR: EUR 612,668 (Netherlands)

OW: USD 5,811,664 (USA) (12 September 1999) (1,888 screens)
OW: GBP 221,500 (UK) (28 May 2000) (119 screens)

SD: September 1998 - ?

WG: USD 2,288,940 (USA) (26 September 1999) (1,897 screens)
WG: USD 3,947,618 (USA) (19 September 1999) (1,943 screens)
WG: USD 5,811,664 (USA) (12 September 1999) (1,888 screens)
WG: GBP 37,722 (UK) (18 June 2000) (114 screens)
WG: GBP 99,527 (UK) (11 June 2000) (120 screens)
WG: GBP 146,444 (UK) (4 June 2000) (122 screens)
WG: GBP 221,500 (UK) (28 May 2000) (119 screens)"
